review,Size
The stitching started coming undone almost immediately.,0
The shoes are very stiff and hard to walk in.,0
The laces broke after just a few uses.,0
The shoes make a squeaking noise when I walk.,0
The insoles are very thin and provide no support.,0
The shoes are not breathable and make my feet sweat.,0
The shoes arrived with scuff marks and scratches.,0
The fit is very narrow and tight.,0
The shoes started falling apart after a few uses.,0
The material started peeling off after a few wears.,0
The shoes are very heavy and uncomfortable.,0
The soles have no grip and are very slippery.,0
The shoes have a strong chemical smell.,0
The shoes are very difficult to put on and take off.,0
The heel is very uncomfortable and digs into my foot.,0
The shoes caused blisters after just one wear.,0
The shoes arrived with stains on them.,0
The color bled onto my socks after wearing them.,0
The shoes are not true to size.,0
The material feels very stiff and cheap.,0
The shoes offer no arch support.,0
The shoes started to come apart at the seams.,0
The shoes are very tight and uncomfortable.,0
The soles wore out very quickly.,0
The shoes arrived damaged with a tear in them.,0
The shoes have a very strong and unpleasant odor.,0
The fit is very loose and they slip off my feet.,0
The shoes are very uncomfortable and make my feet ache.,0
The material feels very rough and scratchy.,0
The shoes are poorly made and falling apart.,0
The soles are very thin and provide no cushioning.,0
The shoes arrived with the wrong size.,0
The shoes are very narrow and pinch my feet.,0
The material is very stiff and doesn't break in.,0
The shoes make my feet feel hot and sweaty.,0
The laces are very flimsy and broke quickly.,0
The shoes caused blisters and rubbed my feet raw.,0
The color is completely different from the picture.,0
The shoes are very heavy and make walking difficult.,0
The soles are very slippery and provide no traction.,0
The shoes are very uncomfortable and offer no support.,0
The stitching is very poorly done and coming apart.,0
The shoes arrived with a very strong chemical smell.,0
The material feels very cheap and plastic-like.,0
The shoes are very tight and hard to put on.,0
The soles started to peel off after a few wears.,0
The shoes caused severe blisters and discomfort.,0
The shoes arrived with visible scuffs and marks.,0
The fit is very awkward and uncomfortable.,0
The shoes make a loud squeaking noise when I walk.,0
The material started to crack and peel after a few uses.,0
The shoes are very stiff and don't flex with my feet.,0
The soles are very thin and wore out quickly.,0
The shoes are very uncomfortable and hard to break in.,0
The shoes arrived with a strange smell.,0
The fit is very tight and narrow.,0
The shoes started falling apart after just a few wears.,0
The material feels very cheap and low quality.,0
The shoes offer no support and are very uncomfortable.,0
The shoes are very heavy and make walking difficult.,0
The soles provide no grip and are very slippery.,0
The shoes have a very strong chemical odor.,0
The shoes caused severe blisters and pain.,0
The shoes arrived with visible defects and flaws.,0
The material feels very stiff and uncomfortable.,0
The shoes are very tight and hard to put on.,0
The soles started to separate after a few uses.,0
The shoes are very uncomfortable and hurt my feet.,0
The shoes make a loud squeaking noise when I walk.,0
The material started to peel off after a few wears.,0
The shoes offer no arch support.,0
The shoes are very heavy and uncomfortable.,0
The soles have no grip and are very slippery.,0
The shoes caused blisters after just one wear.,0
The shoes arrived with scuff marks and scratches.,0
The fit is very narrow and tight.,0
The shoes are poorly made and falling apart.,0
The shoes make my feet sweat and feel hot.,0
The laces broke after just a few uses.,0
The shoes are very stiff and hard to walk in.,0
The soles wore out very quickly.,0
The shoes arrived with a strong chemical smell.,0
The shoes are very tight and uncomfortable.,0
The material feels cheap and flimsy.,0
The shoes started to come apart at the seams.,0
The shoes offer no support and are very uncomfortable.,0
The shoes are very heavy and make walking difficult.,0
The soles are very thin and provide no cushioning.,0
The shoes caused severe blisters and discomfort.,0
The shoes arrived with a tear in them.,0
The material started peeling off after a few wears.,0
The shoes are very uncomfortable and make my feet ache.,0
The soles are very slippery and provide no traction.,0
The shoes arrived with visible defects and flaws.,0
